Tweet,clean_text,sentiment_polarity,sentiment_subjectivity,sentiment
"@SantiagoRArias Hey there, 
Welcome to HP Support! 
I see that you are getting errors while setting up the printer. Could you please share the printer model name? 
I'll help you to sort this out. 
Regards, 
HP Support"," hey there 
welcome to hp support 
i see that you are getting errors while setting up the printer could you please share the printer model name 
ill help you to sort this out 
regards 
hp support",0.15000000000000002,0.95,positive
@wendyharless Can you please drop us a direct message with the printer serial number? https://t.co/a2xkfCK3U9, can you please drop us a direct message with the printer serial number ,0.1,0.4,positive
"Nothing brings out my inner miser like the ad for that HP printer that can automatically order replacement ink with no prompting, ""Do you KNOW how much that ink COSTS?""",nothing brings out my inner miser like the ad for that hp printer that can automatically order replacement ink with no prompting do you know how much that ink costs,0.1,0.18333333333333335,positive
"@_midofo_ Hi Mick, Greetings from HP Support.
We understand your concern, however, an account is required only for the HP Smart app.
We have other tools that provide the scanning feature without a sign-in.
Kindly DM us the printer details so that we can assist you further.

^HP Support https://t.co/a2xkfCK3U9"," hi mick greetings from hp support
we understand your concern however an account is required only for the hp smart app
we have other tools that provide the scanning feature without a signin
kindly dm us the printer details so that we can assist you further

hp support ",0.13785714285714284,0.6835714285714285,positive
@wendyharless Do you see any errors on the printer?, do you see any errors on the printer,0.0,0.0,neutral
"@wendyharless Hey Wendy, 
Welcome to HP Support! 
I understand that you are facing print quality issues with the printer. Not to worry, we will get this going for you. 
Please share the printer model number.
Regards, 
HP Support"," hey wendy 
welcome to hp support 
i understand that you are facing print quality issues with the printer not to worry we will get this going for you 
please share the printer model number
regards 
hp support",0.8,0.9,positive
My HP printer makes me want to cry. I’m getting horizontal bands across my print outs. I should be able to clean itself. I can’t get it to.😭😭😭😭😭😭😭😭😭😭😭😭,my hp printer makes me want to cry im getting horizontal bands across my print outs i should be able to clean itself i cant get it to,0.43333333333333335,0.6625000000000001,positive
"🚨 WATCH DRONE RACING 🚨

We're streaming the 2022-23 DRL @Algorand World Championship Season’s Miami 30FLY Semifinals

🎮 Fly like the pros in the DRL SIM: https://t.co/UVrbHi2lzK  

#Miami30FLY #drone #racing #sports  https://t.co/0kEI08HT4W"," watch drone racing 

were streaming the  drl  world championship seasons miami fly semifinals

 fly like the pros in the drl sim   

miamifly drone racing sports  ",0.8,0.9,positive
"@Oluwatosin_toon @Hertheyearmi Lol. Not true.

I've used hp once and the next 3 pcs I used were Dell and not one single fault.

Boils down to maintainence","  lol not true

ive used hp once and the next  pcs i used were dell and not one single fault

boils down to maintainence",0.0796031746031746,0.37063492063492065,positive
"HP Sprocket Photo Printer, (2nd Edition) Print Social Media Photos on 2x3 Sticky-Backed Paper (Luna Pearl) + Photo Paper (50 PFRHXH1

https://t.co/O7C4bFScMu","hp sprocket photo printer nd edition print social media photos on x stickybacked paper luna pearl  photo paper  pfrhxh

",0.03333333333333333,0.06666666666666667,positive
"@HPIndia @HP @HPSupport Registered My Complaint  Against Printer Problem on 20th March 2023.
.Today Is 27th March 2023.But I Can't Get The Service From @HPIndia .I Think The Service Quality Of @HPIndia is Very Poor. @MIB_India","   registered my complaint  against printer problem on th march 
today is th march but i cant get the service from  i think the service quality of  is very poor ",-0.41000000000000003,0.49,negative
@LapTop006 @HP ICYMI it’s on HP as they bought Samsung not too long after I bought this printer. https://t.co/XVUq1o5lh2,  icymi its on hp as they bought samsung not too long after i bought this printer ,-0.05,0.4,negative
"I just tried to set up an @HP printer for a friend. The printer will not work without a name, address, email, cell phone number and, I presume, a urine sample. I can assure you I will not be purchasing an HP device in the future. I do not want to be part of your Brave New World!",i just tried to set up an  printer for a friend the printer will not work without a name address email cell phone number and i presume a urine sample i can assure you i will not be purchasing an hp device in the future i do not want to be part of your brave new world,0.31212121212121213,0.5265151515151515,positive
"@N2theBlue Don’t give it any ideas (rather like my having had almost no problems as a United passenger, I’ve had very few issues with the HP printers I’ve owned over the years)", dont give it any ideas rather like my having had almost no problems as a united passenger ive had very few issues with the hp printers ive owned over the years,-0.26,0.13,negative
"@N2theBlue Fair points, but on the other hand my HP printer has never run over a pedestrian", fair points but on the other hand my hp printer has never run over a pedestrian,0.2875,0.6375,positive
HP Printer black ink is more expensive than human blood.,hp printer black ink is more expensive than human blood,-0.04166666666666666,0.43333333333333335,negative
"HP LaserJet Pro MFP 4101fdn Black &amp; White Printer with Fax (Renewed)
https://t.co/mH04FLSOss","hp laserjet pro mfp fdn black amp white printer with fax renewed
",-0.08333333333333333,0.21666666666666667,negative
@Harleydadd I totally get that! Could you please drop me a direct message with the printer's serial number?, i totally get that could you please drop me a direct message with the printers serial number,0.05,0.575,positive
"@AlexandraErin @GoldfishFibers @LuxAlptraum So I'm not sure about that.

I think we used to rely on home printers for fewer things, and they'd still do those jobs poorly, but somehow more consistently poorly.

Comparing here ""base crappy consumer-level HP inkjet"" in 2002 versus same in 2023.","   so im not sure about that

i think we used to rely on home printers for fewer things and theyd still do those jobs poorly but somehow more consistently poorly

comparing here base crappy consumerlevel hp inkjet in  versus same in ",-0.225,0.6189814814814815,negative
"@Harleydadd Hello Harley, 
Welcome to HP Support! 
I understand that you are looking for assistance with your printer. Could you please elaborate more on the issue and I'll help you? 
Regards, 
HP Support"," hello harley 
welcome to hp support 
i understand that you are looking for assistance with your printer could you please elaborate more on the issue and ill help you 
regards 
hp support",0.325,0.85,positive
"All I want is a printer that actually works.

Maybe HP does stand for Horrible Product after all.","all i want is a printer that actually works

maybe hp does stand for horrible product after all",-0.5,0.55,negative
Hey @HP if you could make scanner / printer utilities that don’t require you to be online and sign into a web account that’d be great.  K?  Thanks. https://t.co/cVNipbiBjR,hey  if you could make scanner  printer utilities that dont require you to be online and sign into a web account thatd be great  k  thanks ,0.5,0.475,positive
"INFITONER 414A Toner Cartridges 4 Pack (with Chip) Compatible Replacement for HP 414A 414X W2020A for HP Color Pro MFP M479fdw M479fdn M454dw M454dn Printer Ink (Black Cyan Magenta Yellow)
https://t.co/Nt9x1NXMAD https://t.co/gjvJHMuipD","infitoner a toner cartridges  pack with chip compatible replacement for hp a x wa for hp color pro mfp mfdw mfdn mdw mdn printer ink black cyan magenta yellow
 ",-0.08333333333333333,0.21666666666666667,negative
"Goodbye HP inkjet. Hello #Brother. I will never buy another HP inkjet printer! The last two that I owned both died displaying some cryptic error code. That code means ""spend more money"". No ta. https://t.co/gpttnavReE",goodbye hp inkjet hello brother i will never buy another hp inkjet printer the last two that i owned both died displaying some cryptic error code that code means spend more money no ta ,0.25,0.2833333333333333,positive
"Plenty of black toner left but with yellow empty, no prints for me. This printer is now a giant pile of e-waste. Thanks @hp where in NZ can I drop the printer off for recycling? https://t.co/bCjt9v7qVy",plenty of black toner left but with yellow empty no prints for me this printer is now a giant pile of ewaste thanks  where in nz can i drop the printer off for recycling ,-0.011111111111111108,0.35555555555555557,negative
"Free up office space and still get quality prints with some of our top best small compact printers with the best budget
*Hp smarttank 515
*Epson L3250
*Canon pixma G2411
*Hp Laserjet 107W
#smallprinter2023 #compactprinters #HP #Epson #canon https://t.co/b2ng093epa","free up office space and still get quality prints with some of our top best small compact printers with the best budget
hp smarttank 
epson l
canon pixma g
hp laserjet w
smallprinter compactprinters hp epson canon ",0.53,0.45999999999999996,positive
@Kellblog @HP My new-ish Epson printer requires the same but I've forgiven them due to the HUGE savings on ink costs.,  my newish epson printer requires the same but ive forgiven them due to the huge savings on ink costs,0.09166666666666669,0.4666666666666666,positive
Dear @HP -- I will hate your company forever for forcing me to create an account and sign in to use the scanner on my printer.,dear   i will hate your company forever for forcing me to create an account and sign in to use the scanner on my printer,-0.8,0.9,negative
New Year. New Refresh.,new year new refresh,0.13636363636363635,0.45454545454545453,positive
"HP Tango Smart Wireless Printer

https://t.co/AmUCVn4Fss #ad https://t.co/vsRyvEo6Qa","hp tango smart wireless printer

 ad ",0.21428571428571427,0.6428571428571429,positive
@davenewworld_2 Mildly surprised auto companies haven’t tried to implement DRM-style oil and gasoline like Keurig and HP did with K-cups and printer ink., mildly surprised auto companies havent tried to implement drmstyle oil and gasoline like keurig and hp did with kcups and printer ink,0.1,0.9,positive
and naturally I'd just bought two new black and a new color cartridges. Of course. The odds a new HP printer would take 61's are what...nil and nada...,and naturally id just bought two new black and a new color cartridges of course the odds a new hp printer would take s are whatnil and nada,0.06848484848484848,0.43939393939393934,positive
"@neil94297765 Hi Neil, thank you for reaching out to us. I understand that you need assistance with the Printer. Kindly help me with the Product serial number via DM for further assistance.", hi neil thank you for reaching out to us i understand that you need assistance with the printer kindly help me with the product serial number via dm for further assistance,0.3,0.7,positive
"The 3 sketchy names at the top are HP printer software and they contain digital signatures. 
Rojo is supplementary software for roblox studio. Node, vscode, Github, and Unity have digital signatures. Plus msys2 and rustup I downloaded for Rust ig they don't contain digital sigs.","the  sketchy names at the top are hp printer software and they contain digital signatures 
rojo is supplementary software for roblox studio node vscode github and unity have digital signatures plus msys and rustup i downloaded for rust ig they dont contain digital sigs",0.125,0.125,positive
"Help, o tech Twitter - if I need a cord to go from my Mac Book pro (circa 2013 ie no blue tooth) to the HP printer, does such a cord exist? 🙏 https://t.co/eysXZ24uxQ",help o tech twitter  if i need a cord to go from my mac book pro circa  ie no blue tooth to the hp printer does such a cord exist  ,0.0,0.3,neutral
"@MarlaMHughes It’s old software discs. Ancient version of Excel, iLife, HP Printer discs. I did find some of my daughter on her first trip to Peru. She has an external CD-Rom reader. Going to send those to her. I got tired of hardware gathering dust.", its old software discs ancient version of excel ilife hp printer discs i did find some of my daughter on her first trip to peru she has an external cdrom reader going to send those to her i got tired of hardware gathering dust,-0.012500000000000011,0.3333333333333333,negative
"@uxiedust i named mine ""HP Color InkJet Printer""", i named mine hp color inkjet printer,0.0,0.0,neutral
@HP I actually hate you I can’t believe people actually buy your products why are you doing this to me. How can a printer possibly be this bad. I hate you so much I hate you, i actually hate you i cant believe people actually buy your products why are you doing this to me how can a printer possibly be this bad i hate you so much i hate you,-0.5166666666666666,0.7444444444444445,negative
"2 Pack Compatible 128A CE320AD Black Toner Cartridge Replacement for HP CM1415fn CM1415fnw MFP CP1525n CP1525nw Printer Toner COMBQHT

https://t.co/lvfNmoER3k"," pack compatible a cead black toner cartridge replacement for hp cmfn cmfnw mfp cpn cpnw printer toner combqht

",-0.16666666666666666,0.43333333333333335,negative
@lloydblankfein Someone should tell my HP printer about this..., someone should tell my hp printer about this,0.0,0.0,neutral
Finished designing and #3DPrinting a replacement for the broken printer darkness thumbwheel housing on my HP-85 #vintagecomputer. Was worried that the details would be too small for my Elegoo Saturn 2 but it  turned out to be a perfect fit. I just couldn't accept it being glued! https://t.co/8aE5qP56Tu,finished designing and dprinting a replacement for the broken printer darkness thumbwheel housing on my hp vintagecomputer was worried that the details would be too small for my elegoo saturn  but it  turned out to be a perfect fit i just couldnt accept it being glued ,0.1875,0.55,positive
"@JustinKellyOTT The chips in the HP cartridges tell the printer when they were made, and the printer won't accept older ones.", the chips in the hp cartridges tell the printer when they were made and the printer wont accept older ones,0.16666666666666666,0.3333333333333333,positive
"Looking for a work-from-home print solution? DEX has the best #multifunction printers for your home business. HP, Kyocera, Canon, Konica and more, with guaranteed supplies and remote service. https://t.co/k9PkJTPV1D #MFP #WFH https://t.co/IUmNXE3IEd",looking for a workfromhome print solution dex has the best multifunction printers for your home business hp kyocera canon konica and more with guaranteed supplies and remote service  mfp wfh ,0.4666666666666666,0.3333333333333333,positive
"@ruffydfire I repair desktop, laptop, hp printers both Deskjet and laserjet, sharp Photocopier machine and general printing.
Klen Plaza, Secretariat Road, after Access Diamond Bank, Gwagwalada Abuja
08164957850"," i repair desktop laptop hp printers both deskjet and laserjet sharp photocopier machine and general printing
klen plaza secretariat road after access diamond bank gwagwalada abuja
",-0.03749999999999999,0.625,negative
@ayeejuju man i work at staples and they still got the large shaq holding the hp printer, man i work at staples and they still got the large shaq holding the hp printer,0.21428571428571427,0.42857142857142855,positive
STOP wasting THOUSANDS of dollars 🤑 with Hubspot and put your marketing on autopilot with Topline®. Say goodbye to over a dozen marketing tools and hello to one easy-to-use platform. 🚀,stop wasting thousands of dollars  with hubspot and put your marketing on autopilot with topline say goodbye to over a dozen marketing tools and hello to one easytouse platform ,0.0,0.0,neutral
"@HEMENDRACHAUHAN HelloHemendra,
We understand you are facing issues with the PC.
to assist you better, please DM us we will help you on priority.
Thanks
Regards,
HP Support https://t.co/nrTJPZ9Ajj"," hellohemendra
we understand you are facing issues with the pc
to assist you better please dm us we will help you on priority
thanks
regards
hp support ",0.35,0.35,positive
"@SCP5K @Krotuson @AffrayCo @scpwiki @humble My PC type is HP Pavilion 14 X360 Convertible

And my PC specs were :
Windows 11
Intel i5-8250U
Nvidia GeForce
X64-based processor

Is these specs supposedly to be able to run it without any crash ?","     my pc type is hp pavilion  x convertible

and my pc specs were 
windows 
intel iu
nvidia geforce
xbased processor

is these specs supposedly to be able to run it without any crash ",0.5,0.625,positive
HP 17A Toner LaserJet Cartridge CF217A https://t.co/rhjY57nb7L,hp a toner laserjet cartridge cfa ,0.0,0.0,neutral
HP Smart Tank 580: A best budget printer for small businesses and ... - Ahmedabad Mirror https://t.co/rht80hCzMD https://t.co/7J28QxkML6,hp smart tank  a best budget printer for small businesses and   ahmedabad mirror  ,0.3214285714285714,0.44761904761904764,positive
"Sublime Text with a neural network plugin detects and corrects errors, giving you more time for development. Improve your programming skills and increase your work efficiency. Try Sublime Text today!",sublime text with a neural network plugin detects and corrects errors giving you more time for development improve your programming skills and increase your work efficiency try sublime text today,0.5,0.5,positive
Sublime Text - a convenient text and code editor. Our new plugin with a neural network quickly finds and fixes errors. Efficient work without hassle. Try it today!,sublime text  a convenient text and code editor our new plugin with a neural network quickly finds and fixes errors efficient work without hassle try it today,0.23484848484848483,0.4772727272727273,positive
"Refurbished - HP EliteBook 840 G3 Laptop, 14"" 1920 x 1080 Display, Intel Core i5  6th Generation Processor, 8GB RAM, 256GB SSD, English Keyboard, Silver | HP 840 G38-256 Buy, Best Price in UAE, Dubai, Abu Dhabi, Sharjah https://t.co/5pdLtIVqTu",refurbished  hp elitebook  g laptop   x  display intel core i  th generation processor gb ram gb ssd english keyboard silver  hp  g buy best price in uae dubai abu dhabi sharjah ,0.5,0.15,positive
Penggaris Online HP CM MM 2023 - https://t.co/ymm8SND0xe #apps #android #pc #phone https://t.co/CFyUriBtXB,penggaris online hp cm mm    apps android pc phone ,0.0,0.0,neutral
Need Fast Computer? #HP $HPE #HP $HPE Elite Mini 800 G9 #Desktop PC•Wolf Pro Security Edition•512GB•NVME•W10P https://t.co/rZRiNtQ9tC - Buy on eBay #Computer #ad https://t.co/5VzEWZ9pdX,need fast computer hp hpe hp hpe elite mini  g desktop pcwolf pro security editiongbnvmewp   buy on ebay computer ad ,0.2,0.6,positive
Cara Membuat Virus HP Mematikan di Android 2023 (Download) - https://t.co/p1mKZCx89T #apps #android #pc #phone https://t.co/v6PEF3n55c,cara membuat virus hp mematikan di android  download   apps android pc phone ,0.0,0.0,neutral
@pastelpinkzelda I think for the most part these are PC mods, i think for the most part these are pc mods,0.5,0.5,positive
